,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence
3308,01:22:24,,3296,Stuart,male,4,4,0,27,60.27,24.66,7,171
83,01:22:24,,83,Zayan,male,6,6,0,42,69.07,23.21,13,166
7161,01:22:24,Stamford Striders,7139,Brian,male,6,6,1,48,55.96,25.41,10,169
5653,01:22:23,,5634,Simon,male,3,4,0,37,63.2,22.55,17,169
13724,01:22:23,,13682,Natalie,female,0,5,0,49,64.16,23.48,6,167
803,01:22:23,Beckenham Running Club,801,Patrick,male,6,6,1,47,57.54,23.78,16,159
12914,01:22:23,,12873,Tess,female,5,5,0,48,71.32,25.44,16,168
13725,01:22:23,Portsmouth Joggers,13683,Chris,male,2,4,0,18,48.77,25.88,20,172
4806,01:22:22,,4788,Haydn,male,7,7,0,32,67.87,23.34,13,170
10852,01:22:22,,10819,Alice,female,4,4,0,34,60.46,999,12,174
11733,01:22:22,,11696,Clark,male,0,6,0,59,58.67,24.47,13,168
8378,01:22:21,,8354,Jon,male,4,5,0,45,61.59,22.95,9,171
802,01:22:21,Itchen Spitfires Running Club,800,Peter,male,3,4,1,26,55.71,23.52,9,169
10115,01:22:21,,10085,Clare,female,3,5,0,32,59.56,24.1,15,1
10851,01:22:21,,10818,Ben,male,4,4,0,32,59.5,23.54,9,169
82,01:22:21,Itchen Spitfires Running Club,82,Kev,male,5,6,1,32,59.75,27.01,13,1
11732,01:22:21,,11695,Nick,male,4,4,0,0,70.2,22.01,8,174
2222,01:22:20,,2212,Andy,male,6,6,0,23,56.88,26.91,15,172
13319,01:22:20,,13277,Andrew,male,1,6,0,18,57.81,21.67,5,176
5652,01:22:20,,5633,Phil,male,5,6,0,39,54.64,24.47,10,174
10114,01:22:20,Chichester Runners & AC,10084,Hilary,female,2,3,1,63,67.48,23.98,14,173
4805,01:22:19,,4787,Jo,male,5,5,0,30,53.75,24.72,14,172
801,01:22:19,,799,Tim,male,3,4,0,46,0,25.25,14,173
11731,01:22:19,Thetford AC,11694,Andrew,male,3,3,1,31,66.04,25.65,11,165
13723,01:22:18,,13681,George,male,4,4,0,53,65.14,24.77,14,166
7160,01:22:18,,7138,Alistair,male,5,5,0,47,58.91,24.91,1,166
10113,01:22:18,,10083,Rosanne,female,3,4,0,50,0,22.22,13,159
8377,01:22:17,,8353,Sam,male,3,3,0,36,68.12,24.89,22,168
81,01:22:17,,81,Daniel,male,9,9,0,46,51.57,25.63,16,159
10112,01:22:17,,10082,Manish,male,5,5,0,56,56.68,22.41,15,167
11730,01:22:17,,11693,Joanne,female,4,5,0,29,55.34,24.92,16,166
4281,01:22:16,,4265,Matthew,male,4,7,0,43,57.77,23.86,8,168
7571,01:22:16,,7549,Nicholas,male,3,3,0,44,0,20.95,9,173
9730,01:22:16,,9703,Matt,male,2,4,0,41,50.83,25.38,12,167
13378,01:22:16,,13336,Tracy,female,4,4,0,32,60.39,26.04,8,168
4280,01:22:16,,4264,Matt,male,2,4,0,38,54.97,23.07,7,171
4279,01:22:15,,4263,Alice,female,4,4,0,19,63.31,23.07,20,162
13722,01:22:15,,13680,Tom,male,0,3,0,18,0,24.6,5,171
3307,01:22:15,,3295,Daniel,male,1,3,0,26,53.6,25.97,22,174
6771,01:22:15,,6749,Lloyd,male,4,6,1,43,69.35,23.59,14,176
11729,01:22:15,Stubbington Green Runners,11692,Anna,female,2,4,0,53,0,23.55,17,176
8376,01:22:15,,8352,Tom,male,1,4,0,34,63.79,22.09,10,169
800,01:22:15,,798,Andrew,male,3,6,0,30,59.41,999,11,173
13720,01:22:14,,13678,Richard,male,2,4,0,29,63.65,21.96,8,170
13721,01:22:14,,13679,Rob,male,5,5,0,52,62.43,23.74,8,169
10850,01:22:14,,10817,Martin,male,6,6,0,18,59.87,22.62,8,169
80,01:22:14,,80,Phillip,male,1,5,0,39,59.66,22.01,16,165
6770,01:22:14,Dorchester RIOT,6748,Colin,male,3,4,0,25,58.54,24.59,4,165
8375,01:22:14,,8351,Fallon,female,4,5,0,20,70.21,23.08,11,170
6619,01:22:13,,6597,Jill,female,5,5,0,34,0,999,22,168
7570,01:22:13,,7548,Nicola,female,7,7,0,23,58,22.42,16,172
11728,01:22:13,,11691,Scott,male,4,4,0,27,58.32,25.35,-2,168
4278,01:22:13,,4262,Martin,male,5,5,0,18,70.45,24.43,-1,174
11727,01:22:12,,11690,Joanne,female,5,6,0,28,0,22.3,8,168
10849,01:22:12,,10816,Richard,male,4,7,0,55,56.46,23.61,17,156
3919,01:22:12,,3906,Paul,male,3,3,0,18,72.1,26.35,18,174
9729,01:22:12,,9702,Mark,male,7,7,0,58,66.69,22.8,9,168
79,01:22:12,,79,Adam,male,2,4,0,23,66.09,22.3,13,164
7569,01:22:11,,7547,Lewis,male,7,7,0,29,49.64,23.88,14,177
8374,01:22:11,,8350,Luke,male,5,6,0,24,62.92,24.83,14,166
5651,01:22:11,,5632,Claire,female,7,7,0,53,57.53,25.89,18,1
799,01:22:11,,797,Gemma,female,4,4,0,18,69.76,22.86,17,168
4804,01:22:10,,4786,Craig,male,3,6,0,22,62.58,24.6,11,168
12913,01:22:10,Lancing Eagles RC,12872,Stuart,male,4,4,0,32,62.86,21.64,8,164
2220,01:22:09,,2210,Pete,male,6,6,0,37,58.2,25.47,7,1
2221,01:22:09,,2211,Gary,male,3,4,0,49,69.81,25.14,16,176
4277,01:22:09,,4261,Alex,male,4,4,0,37,59.85,24.95,8,165
10847,01:22:09,,10814,Will,male,2,6,0,23,65.81,25.18,5,176
10848,01:22:09,,10815,Stuart,male,3,4,0,52,59.89,24.43,10,168
11726,01:22:09,,11689,Finley,male,3,4,0,38,77.22,23.79,14,172
3305,01:22:08,,3293,Alastair,male,3,6,0,80,72.04,24.38,9,171
10111,01:22:08,Daventry Road Runners,10081,David,male,3,7,1,59,51.93,22.8,19,171
10110,01:22:08,,10080,Jignesh,male,5,5,0,38,66.6,23.12,5,160
3306,01:22:08,NO CLUB RUNNING CLUB,3294,Jamie,female,5,5,1,28,72.38,26.71,8,172
11725,01:22:08,,11688,James,male,3,3,0,37,67.73,24.11,11,173
5649,01:22:08,Brighton Hash House Harriers,5630,Scott,male,5,6,1,26,60.98,26.34,7,171
5650,01:22:08,,5631,Jordan,male,2,4,0,39,0,21.34,11,167
11722,01:22:07,,11685,Rob,male,1,5,0,18,69,25.14,12,177
11723,01:22:07,,11686,Martin,male,4,5,0,29,74.8,24.75,8,175
5648,01:22:07,,5629,Chris,male,3,4,0,25,73.65,999,18,175
11724,01:22:07,,11687,David,male,5,5,0,47,65.39,22.82,27,161
7568,01:22:07,,7546,Jake,male,5,5,0,20,71.6,24.92,12,171
798,01:22:06,,796,Charlie,male,5,5,0,54,68.23,26.43,9,156
797,01:22:06,,795,Dominic,male,4,4,0,47,58.76,23.63,18,171
796,01:22:06,,794,David,male,1,4,0,18,60.55,26.81,22,1
11721,01:22:06,,11684,Matthew,male,5,5,0,39,66.57,21.94,11,169
795,01:22:06,,793,Luke,male,2,3,0,30,67.42,24.75,-4,167
794,01:22:05,On the Run Aylesbury,792,Gavin,male,1,3,0,18,68.61,24.37,4,171
13376,01:22:05,Seaford Striders RC,13334,Ron,male,1,3,0,42,57.47,22.54,18,168
13377,01:22:05,,13335,John,male,4,6,0,25,72.11,999,12,164
12912,01:22:05,,12871,Christian,male,3,3,0,68,64.61,21.74,16,166
4803,01:22:04,,4785,Joe,male,0,5,0,19,59.23,24.69,12,166
7567,01:22:04,,7545,Oscar,male,4,6,0,28,67.11,23.77,7,162
78,01:22:04,,78,Andrew,male,2,5,0,51,65.14,22.62,10,162
10109,01:22:04,,10079,David,male,7,7,0,22,60.57,24.93,13,171
3304,01:22:04,,3292,Nicole,female,5,5,0,36,65.53,24.13,12,161
4802,01:22:04,,4784,Leigh-ann,male,4,4,0,20,66.07,21.63,17,176
12911,01:22:03,,12870,Suzy,female,4,5,0,19,55.5,25.75,16,171
3918,01:22:03,White Horse Harriers,3905,Susy,female,4,4,0,55,56.21,22.06,11,171
5647,01:22:03,,5628,Tom,male,1,3,0,44,60.56,23.38,17,164
77,01:22:02,,77,Darren,male,2,4,0,60,60.89,999,14,173
5646,01:22:02,,5627,James,male,3,6,0,61,67.14,24.41,14,168
793,01:22:02,Hedge End Running Club,791,James,male,3,5,1,30,62.95,24.11,8,176
11720,01:22:01,,11683,Jamie,female,3,6,0,18,70.11,24.51,12,179
5645,01:22:01,,5626,Tim,male,3,4,0,24,61.53,999,9,172
3303,01:22:01,On the Run Aylesbury,3291,Gary,male,4,7,1,22,57.93,22.49,10,172
13719,01:22:01,,13677,Josh,male,8,8,0,30,62.61,23,9,174
4801,01:22:01,,4783,Miles,male,0,5,0,32,54.82,26.21,5,170
3301,01:22:00,,3289,Max,male,3,5,0,39,59.44,24.96,14,170
3302,01:22:00,Winchester Fit Club,3290,Emilie,female,2,3,0,53,62.71,23.44,17,162
4276,01:22:00,,4260,Antony,male,3,4,0,33,53.9,23.2,11,1
7566,01:22:00,,7544,Thomas,male,3,4,0,19,58.61,25.65,13,163
10107,01:22:00,Winchester Fit Club,10077,Patrick,male,2,6,1,45,55.91,22.78,11,168
10108,01:22:00,,10078,Simon,male,3,5,0,45,55.07,22.28,9,168
792,01:22:00,,790,Keith,male,2,4,0,38,54.37,21.68,700,171
8373,01:22:00,,8349,Andrew,male,5,5,0,23,68.77,22.44,1000000,170
5644,01:21:59,,5625,Wayne,male,3,4,0,18,55.91,25.6,6,171
5643,01:21:59,,5624,Matt,male,2,5,0,39,65.27,26.8,25,164
10106,01:21:59,Hedge End Running Club,10076,Mark,male,2,5,1,47,58.15,24.53,11,174
13718,01:21:59,,13676,Mark,male,4,4,0,50,62.09,24.96,22,171
13717,01:21:58,,13675,Ben,male,2,5,0,22,53.43,20.49,16,164
7565,01:21:58,Saints & Sinners Fun Runners,7543,Mark,male,4,5,0,28,62.98,22.97,8,178
4800,01:21:58,,4782,Tim,male,6,6,0,19,69.01,24.33,15,159
11719,01:21:58,,11682,Robert,male,3,5,0,18,61.73,26.47,-2,164
8372,01:21:57,,8348,Scott,male,7,7,0,31,58.39,24.41,7,168
5642,01:21:57,,5623,Stuart,male,7,7,0,48,70.59,22.99,1,177
791,01:21:57,,789,Chris,male,5,5,0,57,68.99,19.93,8,161
5641,01:21:56,,5622,Max,male,3,6,0,26,67.22,24.23,3,167
3300,01:21:56,Fordy Runs Running Club,3288,Adam,male,4,4,0,50,63.86,22.84,11,170
790,01:21:56,,788,Lucy,female,4,4,0,18,70.99,23,5,166
10846,01:21:56,Hatch Warren Runners,10813,Lauren,female,3,5,0,30,67.14,25.37,10,168
10845,01:21:56,Denmead Striders,10812,Bridie,female,6,6,0,18,59.1,24.18,12,168
5640,01:21:56,,5621,Matthew,male,7,7,0,36,55.79,24.72,9,176
10105,01:21:55,,10075,Jamie,female,4,5,0,29,64.53,24.91,4,164
13716,01:21:55,,13674,Ellen,female,1,4,0,41,64.32,22.47,15,172
8371,01:21:55,,8347,Guy,male,5,5,0,35,69.2,24.17,7,175
789,01:21:55,,787,Dave,male,4,6,0,45,61.19,25,17,160
5639,01:21:55,,5620,Kelsey,female,4,4,0,24,65.05,24.4,8,169
4275,01:21:55,,4259,Chris,male,5,7,0,18,62.93,24.26,12,173
9464,01:21:54,,9437,Antony,male,5,7,0,37,58.83,24.53,13,168
76,01:21:54,,76,Ben,male,7,7,0,0,64.16,25.04,3,172
10104,01:21:53,Stubbington Green Runners,10074,Jon,male,2,5,1,28,59.7,24.52,16,174
13715,01:21:52,,13673,Simon,male,6,6,0,31,59.17,22.35,12,157
788,01:21:52,,786,Lynda,female,2,6,0,28,64.05,22.68,-1,166
2219,01:21:52,Lytchett Manor Striders,2209,Sarah,female,3,6,1,18,68.02,25.67,6,178
11718,01:21:52,,11681,Harry,male,5,5,0,29,53.01,23.97,16,166
11717,01:21:51,,11680,Polly,female,3,3,0,34,55.56,26.51,9,165
2218,01:21:51,Baffins Fitclub,2208,Steve,male,8,8,1,41,66.89,23.22,13,171
9728,01:21:50,,9701,Jack,male,4,7,0,52,58.51,22.76,21,1
11716,01:21:50,Sittingbourne Striders,11679,Karen,female,5,5,1,43,55.9,24.65,9,180
2217,01:21:50,,2207,Jeff,male,2,5,0,41,65.1,25.51,13,165
8369,01:21:49,,8345,Anna,female,4,4,0,18,61.84,25.54,8,170
8370,01:21:49,Harold Wood Running Club,8346,Susan,female,2,2,1,26,52.03,24.22,13,166
13714,01:21:49,,13672,Chris,male,3,3,0,18,63.39,25.53,8,160
5638,01:21:49,,5619,Tommy,male,3,5,0,32,63.11,22.08,13,174
75,01:21:48,,75,Emily,female,3,6,0,47,65.44,22.87,16,171
14654,01:21:48,,14607,Daniel,male,5,5,0,31,81.74,22.93,2,167
787,01:21:48,Reading Joggers,785,Charlotte,female,1,4,1,24,68.64,28.39,18,172
786,01:21:48,Reading Joggers,784,Amy,female,6,6,1,67,62.25,999,13,171
5637,01:21:48,,5618,Tom,male,7,7,0,18,54.73,26.01,14,164
14589,01:21:48,,14542,Amanda,female,5,5,0,24,57.74,24.71,11,173
5636,01:21:48,,5617,Kevin,male,3,3,0,39,63.61,23.74,18,170
9727,01:21:47,,9700,Paul,male,2,5,0,39,75.76,25.81,11,168
13375,01:21:47,,13333,Nick,male,4,5,0,44,60.95,26.77,12,172
5635,01:21:47,,5616,Luke,male,0,5,0,42,73.22,21.52,12,164
74,01:21:47,,74,Natasha,female,6,6,0,27,61.17,23.98,8,160
3299,01:21:47,,3287,Dom,male,5,5,0,34,65.64,22.82,10,172
785,01:21:47,,783,Miles,male,2,4,0,18,69.29,999,9,169
8367,01:21:46,,8343,Christine,female,3,3,0,21,52.49,24.67,9,169
7159,01:21:46,Team Kennett,7137,Noah,male,1,3,0,45,75.03,24.77,9,174
3917,01:21:46,Hatch Warren Runners,3904,Matthew,male,5,5,1,45,61.08,22.7,1000000,178
5634,01:21:46,,5615,Darren,male,4,4,0,23,64.37,999,5,170
8368,01:21:46,,8344,Harrison,male,4,5,0,33,60.65,23.64,5,171
7564,01:21:46,,7542,Matt,male,2,4,0,52,63.39,24.39,10,163
5633,01:21:45,,5614,Sara,female,4,4,0,20,74.25,25.87,12,163
8366,01:21:45,,8342,Shelley,female,0,3,0,21,55.82,23.79,5,177
13713,01:21:45,,13671,Alex,male,3,4,0,47,61.16,25.7,8,159
8365,01:21:45,,8341,Holly,female,4,5,0,26,66.51,23.19,18,161
8364,01:21:45,,8340,Ashley,female,3,4,0,38,60.13,999,20,173
8363,01:21:45,,8339,Frank,male,5,5,0,50,58.96,22.27,12,170
10103,01:21:45,Cambridge & Coleridge AC,10073,Charlotte,female,5,6,1,36,62.77,22.43,15,168
11715,01:21:45,,11678,Andy,male,1,5,0,42,69.02,25.21,14,170
11714,01:21:45,,11677,Adam,male,1,6,0,52,58.92,22.94,13,158
3916,01:21:45,,3903,Rebecca,female,3,4,0,47,67.08,24.41,15,168
11713,01:21:44,,11676,Jacob,male,3,4,0,38,57.58,22.39,8,174
5632,01:21:43,Cheddar RC,5613,Clair,male,5,5,0,26,0,23.72,13,168
2216,01:21:42,Royston Runners,2206,Ella,female,5,5,1,18,58.18,26.75,7,167
11712,01:21:42,,11675,Colin,male,6,7,0,40,67.89,26.75,20,174
784,01:21:42,,782,Alex,male,4,5,0,64,65.39,23.48,23,174
11711,01:21:41,Shrewton Running Club,11674,Nick,male,3,5,1,18,65.26,23.27,8,172
783,01:21:41,,781,Daniel,male,2,3,0,60,61.75,23.42,8,162
13712,01:21:40,Horsham Joggers Club,13670,Phyl,male,5,6,1,42,58.04,24.63,15,174
3915,01:21:40,,3902,Jim,male,6,7,0,33,54.7,24.15,9,166
10102,01:21:40,,10072,Harrison,male,3,4,0,41,66.81,20.85,19,171
11710,01:21:40,,11673,Patrick,male,5,5,0,26,47.45,23.02,10,170
3914,01:21:39,,3901,Jessica,female,6,6,0,27,68.3,25.49,12,160
5631,01:21:39,,5612,Matthew,male,4,6,0,26,60.51,24.19,13,172
8362,01:21:38,,8338,Neil,male,2,4,0,48,62.65,26.91,13,172
782,01:21:38,,780,Hugh,male,2,4,0,41,62.59,24.52,19,170
3298,01:21:38,,3286,Lily,female,7,7,0,38,68.58,22.78,10,165
11709,01:21:37,,11672,Rafe,male,4,5,0,32,57.62,22.83,-4,166
13711,01:21:37,,13669,Grace,female,4,7,0,38,64.51,24.56,14,165
11708,01:21:37,Bognor Regis Tone Zone Runners,11671,Marzena,female,2,7,0,39,76.9,27.39,13,168
13710,01:21:37,,13668,Robin,male,1,6,0,49,69.46,24.17,11,171
13709,01:21:37,,13667,Steven,male,2,5,0,60,67.05,22.61,18,171
781,01:21:36,,779,Jonathan,male,3,4,0,40,72.44,21.48,18,170
11707,01:21:36,,11670,Ryan,male,4,4,0,27,67.54,21.37,10,170
8361,01:21:36,,8337,Joanna,female,5,6,0,26,57.3,19.81,19,176
4799,01:21:36,Waverley Harriers,4781,Mike,male,5,5,1,41,0,24.04,-3,173
6769,01:21:35,,6747,Paul,male,5,7,0,35,65.52,23.67,12,163
2214,01:21:34,,2204,Thomas,male,6,6,0,26,62.35,23.84,4,177
4798,01:21:34,,4780,Nathan,male,3,6,0,33,56.8,24.15,23,165
4274,01:21:34,,4258,Stuart,male,4,4,0,40,71.47,24.69,15,170
2215,01:21:34,Belgrave Harriers,2205,Peter,male,2,6,0,39,69.15,25.54,8,171
5630,01:21:34,,5611,Lee,male,2,4,0,40,62.55,25.29,6,173
6618,01:21:34,,6596,Heidi,female,3,3,0,50,70.4,22.63,8,163
5629,01:21:34,Fordy Runs Running Club,5610,Robert,male,2,4,1,55,66.92,25.19,18,164
10101,01:21:34,,10071,Jacqueline,female,5,5,0,18,57.69,25.59,12,160
4273,01:21:33,,4257,Nathan,male,3,7,0,28,63.32,23.56,4,163
13708,01:21:33,,13666,Mark,male,7,7,0,54,61.44,20.93,0,169
8360,01:21:33,Dorchester RIOT,8336,Sally,female,3,5,1,44,68.69,24.22,11,176
2213,01:21:33,,2203,Stuart,male,3,4,0,31,67.11,22.18,13,165
10100,01:21:33,,10070,Andrew,male,4,4,0,56,55.75,26.96,19,162
6768,01:21:32,,6746,James,male,4,5,0,45,50.74,24.65,16,160
10843,01:21:32,,10810,Kyle,female,8,8,0,31,66.82,24.62,12,169
10844,01:21:32,,10811,James,male,5,5,0,28,74.18,22.59,19,161
8359,01:21:32,,8335,Jamie,female,2,5,0,47,57.64,23.31,14,176
12910,01:21:32,,12869,Lee,male,5,5,0,33,62.09,20.98,10,167
13707,01:21:32,Hedge End Running Club,13665,Rob,male,3,5,1,46,67.28,23.21,13,172
780,01:21:32,Romsey Road Runners,778,Nicole,female,7,7,1,23,57.4,23.82,5,182
11706,01:21:31,Hook Runners,11669,Michele,female,4,5,1,35,58.14,21.78,9,164
4272,01:21:31,,4256,Andy,male,5,5,0,20,67.89,23.43,8,164
11705,01:21:31,,11668,Heather,female,0,3,0,29,64.32,24.11,9,172
13318,01:21:31,,13276,Rob,male,3,5,0,39,64.48,24.08,21,168
10099,01:21:31,,10069,Craig,male,5,5,0,46,63.92,24.33,17,176
10842,01:21:30,,10809,Noel,male,3,5,0,35,63.42,24.51,6,167
779,01:21:30,West Wight Road Runners,777,Jon,male,4,6,1,45,59.39,26.2,14,169
11704,01:21:30,Isle Of Wight RRC,11667,Zoe,female,3,3,1,52,72.65,22.5,23,172
3913,01:21:30,Hedge End Running Club,3900,Jack,male,8,8,1,18,62.99,23.18,10,175
3912,01:21:30,,3899,Nigel,male,5,5,0,39,59.22,22.42,12,174
8358,01:21:30,,8334,David,male,5,6,0,18,80.17,24.81,14,165
4797,01:21:30,Chippenham Harriers,4779,Lesley,male,3,6,1,35,56.58,24.98,21,157
2212,01:21:29,,2202,James,male,4,4,0,29,60.6,21.95,16,160
10098,01:21:28,,10068,Morgan,male,3,5,0,22,62.85,24.15,14,163
778,01:21:28,,776,Matt,male,2,7,0,38,68.47,26.56,15,170
4796,01:21:28,,4778,Ollie,male,0,0,0,45,63.16,22.77,12,176
2211,01:21:28,,2201,Barney,male,3,5,0,45,70.49,25.74,21,174
777,01:21:28,,775,Jamie,female,5,5,0,0,63.45,24.91,9,1
2210,01:21:28,,2200,Michael,male,0,4,0,22,63.05,24.03,12,167
3297,01:21:28,,3285,Scott,male,5,8,0,41,63.96,19.24,16,179
3911,01:21:28,,3898,Mark,male,3,3,0,44,58,23.5,7,169
2209,01:21:27,,2199,Saleem,male,3,7,0,39,63.3,25.11,16,170
7563,01:21:27,,7541,Brian,male,4,5,0,39,60.94,25.14,11,168
10097,01:21:27,,10067,Tom,male,4,5,0,47,61.36,22.96,16,173
4271,01:21:27,Bognor Regis Tone Zone Runners,4255,Richard,male,4,5,0,34,68.18,22.97,18,165
10096,01:21:27,,10066,Dani,male,4,4,0,44,63.2,22.12,22,174
5628,01:21:27,,5609,Martin,male,2,5,0,35,0,22.52,21,175
6767,01:21:26,,6745,Sian,female,2,3,0,34,58.83,25.23,12,174
4795,01:21:26,,4777,Alison,female,4,4,0,21,59.75,24.21,15,1
776,01:21:26,,774,Stephanie,female,1,4,0,18,62.22,24.85,7,171
14653,01:21:26,,14606,Xi,male,2,8,0,39,74.22,24.86,13,166
10841,01:21:26,Midhurst Milers Running Club,10808,Andy,male,1,6,1,30,53.74,25.58,14,175
12909,01:21:26,,12868,Sarah,female,3,8,1,33,61.06,24.95,8,165
11703,01:21:26,,11666,Chris,male,2,6,0,26,65.36,25.31,13,171
13374,01:21:25,New Forest Runners,13332,Ellis,male,5,7,0,27,70.71,25.84,-1,169
10095,01:21:25,,10065,Mark,male,3,4,0,22,44.89,21.85,13,174
3296,01:21:25,,3284,Graeme,male,2,4,0,20,64.1,22.1,0,164
5627,01:21:25,,5608,Michael,male,6,6,0,41,61.95,23.84,7,164
12908,01:21:25,Hamwic Harriers,12867,Paul,male,4,4,0,42,66.66,24.29,4,177
7158,01:21:24,Lingfield RC,7136,James,male,7,7,0,52,60.32,22.96,13,168
5626,01:21:24,,5607,Claudia,female,2,5,0,46,67.45,22.69,21,164
11702,01:21:24,Mid Essex Casuals,11665,Marisa,female,5,5,1,36,56.6,999,19,175
12907,01:21:24,,12866,Alan,male,3,5,0,18,61.72,24.46,2,162
7562,01:21:23,,7540,William,male,4,5,0,20,60.82,24.62,24,175
2208,01:21:23,,2198,Jack,male,8,8,0,37,64.64,27.26,16,160
10094,01:21:22,Red Lodge Running Club,10064,Rob,male,3,4,0,48,58.2,24.55,13,171
3295,01:21:22,,3283,Alice,female,4,5,0,36,74.86,23.51,19,175
11701,01:21:22,New Forest Runners,11664,Ian,male,4,5,1,65,66.42,25.17,9,168
13706,01:21:22,,13664,Stephen,male,3,6,0,42,76.7,25.61,16,164
8357,01:21:22,,8333,Emma-jane,male,4,5,0,18,61.45,26.24,9,173
4794,01:21:21,Alton Runners,4776,Darren,male,6,6,1,51,69.26,23.44,28,165
775,01:21:21,,773,Michael,male,5,5,0,41,53.51,23.59,12,170
7561,01:21:21,,7539,Henry,male,4,5,0,33,61.33,25.89,13,170
12906,01:21:21,Worthing Striders,12865,Nick,male,3,4,0,32,67.69,24.62,3,162
10093,01:21:21,,10063,Lloyd,male,6,7,0,18,63.44,23.6,10,167
4270,01:21:21,New Forest Runners,4254,Lou,male,1,5,0,32,53.04,24.52,7,165
5625,01:21:20,,5606,Geoff,male,3,7,0,25,70.39,22.64,10,169
13705,01:21:20,,13663,Martyna,female,3,4,0,18,60.88,22.87,20,160
3294,01:21:20,,3282,John,male,4,5,0,18,59.08,24.84,19,167
8356,01:21:20,,8332,Andrew,male,4,4,0,26,0,21.99,1,167
12905,01:21:19,,12864,Rachael,female,4,4,0,38,61.51,24.07,13,172
11699,01:21:19,Waverley Harriers,11662,Mikkel,male,2,4,0,26,73.57,24.08,16,178
11700,01:21:19,Dacorum & Tring AC,11663,Lee,male,7,7,1,28,69.64,999,10,168
2207,01:21:19,,2197,Brett,male,3,4,0,20,71.35,23.18,5,161
2206,01:21:19,,2196,Michael,male,4,5,0,37,58.72,25.9,21,172
774,01:21:18,Newbury Athletic Club,772,Alexandra,female,3,4,1,28,57.71,23.32,4,170
11698,01:21:18,,11661,Daniel,male,6,6,0,45,68.04,23.39,20,163
13704,01:21:18,,13662,Michelle,female,5,5,0,42,50.38,26,9,161
8355,01:21:18,,8331,Jon,male,5,6,0,27,61.32,22.07,13,172
4269,01:21:18,Totton RC,4253,Stuart,male,6,6,1,63,72.64,22.82,16,165
11697,01:21:18,Reigate Priory AC,11660,Paul,male,5,6,1,43,76.11,21.62,15,176
8354,01:21:18,,8330,Hilary,female,5,5,0,42,58.8,25.18,12,169
6766,01:21:18,,6744,Ruby,female,9,9,1,36,68.27,23.68,5,171
11696,01:21:17,,11659,Andrew,male,3,5,0,21,62.05,21.74,22,165
2205,01:21:17,,2195,Jay,male,3,4,0,31,58.86,22.84,10,163
13703,01:21:17,,13661,Matt,male,4,6,0,49,73.69,23.58,19,171
3293,01:21:17,Penny Lane Striders,3281,Kam,male,3,6,1,62,69.39,24.97,3,169
8353,01:21:16,,8329,Maria,female,3,4,0,45,68.15,20.13,14,166
10092,01:21:16,Bognor Regis Tone Zone Runners,10062,Neil,male,5,5,0,38,65.58,24.98,1000,172
7560,01:21:16,,7538,Nick,male,5,6,0,39,60,23.92,4,1
13702,01:21:16,,13660,Alice,female,2,4,0,53,60.7,22.51,24,170
3292,01:21:16,,3280,Adrian,male,4,6,0,38,71.4,26.79,14,169
11695,01:21:16,,11658,Aspen,female,3,5,0,22,63.3,25.23,4,177
13701,01:21:15,,13659,Karen,female,3,6,0,40,70.25,24.88,15,1
2204,01:21:14,Hedge End Running Club,2194,Alan,male,4,5,1,46,76.66,23.58,5,170
8351,01:21:14,,8327,David,male,4,5,0,20,57.07,25.1,12,170
8352,01:21:14,Aldridge Running Club,8328,Michael,male,4,4,0,35,62.78,23.48,9,166
5624,01:21:14,,5605,Martin,male,5,5,0,44,62.26,999,21,161
14588,01:21:14,,14541,Mark,male,1,5,0,45,61.35,21.33,14,169
9726,01:21:13,,9699,Racine,male,5,5,0,57,54.93,24.88,9,179
73,01:21:13,,73,David,male,4,6,0,22,59.94,22.31,7,164
7559,01:21:13,,7537,Heath,male,5,6,0,21,56.16,24.09,8,178
10840,01:21:12,,10807,Simon,male,3,4,0,18,53.01,24.49,6,164
6765,01:21:12,,6743,Philip,male,3,4,0,24,69.1,23.75,2,173
5623,01:21:12,,5604,Josh,male,7,7,0,40,59.96,999,10,169
8350,01:21:12,Chichester Runners & AC,8326,John,male,2,4,0,24,78.1,24.86,8,166
3291,01:21:11,,3279,Ian,male,6,6,0,29,61.96,25.75,9,168
773,01:21:11,,771,Mark,male,4,5,0,38,63.48,20.86,15,170
6764,01:21:11,,6742,Karen,female,4,5,0,22,63.26,24.4,2,167
5622,01:21:11,,5603,Alisha,female,7,7,0,26,57.5,24.64,9,166
4793,01:21:10,,4775,Robert,male,4,4,0,27,66.33,26.29,7,163
7558,01:21:10,Stubbington Green Runners,7536,Alison,female,2,4,0,25,64.95,23.34,13,168
4792,01:21:09,,4774,Mark,male,1,5,0,32,59.62,25.48,6,160
13700,01:21:09,,13658,Chris,male,4,4,0,67,69.37,23.05,26,166
772,01:21:09,,770,Jack,male,2,5,0,45,63.82,23.74,7,166
4268,01:21:09,,4252,Jake,male,6,6,0,34,63.33,24.55,12,169
10839,01:21:09,,10806,John,male,4,4,0,38,60.82,22.68,19,171
10091,01:21:08,,10061,Claire,female,1,4,0,51,61.08,24.7,5,160
5621,01:21:07,,5602,Stevie,male,5,5,0,26,66.64,24.14,4,172
3290,01:21:06,,3278,Rachel,female,6,7,0,28,59.04,25.76,3,168
